model_name,Price (Dollar),Storage (GB),review,timestamp,stars,country
95,iPhone 12 Pro Max,488.0,128,"The phone description surpassed my expectation, the good was good as per the sellers description but upon arrival  the condition was pristine, il purchase again...
Read more",2024-09-05,5,the United States
96,iPhone 12 Pro Max,488.0,128,"I got my first Android device in 2010, and have had nothing but Android devices (Motorola, Samsung, LG, Nexus, and Pixel) since then.  In 2022, I decided to switch to Apple because I respected some of their corporate governance and wanted to reward them, so I started out with this device.  WHAT A PIECE OF JUNK.  Touch stinks.  Autocorrect stinks.  Predictive text stinks.  Voice stinks.  Hardware problems, including battery charging problems.  Didn't yet have haptic feedback when I bought it in 2022!  Can't select and paste partial text from messages... Even the Apple case I bought cracked the first time I tried to take the phone out again.  The first time I went to set an alarm, I couldn't use the clock.. I had to go to Sleep app, sign in, then it redirected me to another Health app, and another sign-in, just to set up the first alarm.  I should have stopped there.The learning curve from Android to Apple was very easy, but the device and its function are WEAK.  Keep working on your cameras and emojis, Apple.  That's what Steve Jobs would want - not quality and innovation.... I have so many daily frustrations with this thing, I absolutely hate it and I will ***  N E V E R  *** buy another Apple product for my own use.  The only way I could see this being of any value is if you have every aspect of your life integrated with Apple devices and applications...  but that seems like a longshot, given this chunk of garbage.I am switching back to Android as soon as this POS breaks down completely, which I anticipate will be very soon.
Read more",2023-08-30,1,the United States
97,iPhone 12 Pro Max,488.0,128,"I was skeptical about purchasing a refurbished phone from Amazon; I normally go with BestBuy. But I broke my phone right before Thanksgiving and had very limited options -- this one was the best value for what I was looking for.Delivery came exactly on time (5 days with the holiday). The phone was admittedly a little dirty - some fingerprints on the edges, the speaker was dusty - but that was an easy fix. Was it annoying to have to clean it? Yeah, they should come already cleaned (that's why it gets 4 stars) but -- hey, I needed this phone.There are like two barely visible scratches on the screen; you can't even see them from arm's distance (holding your phone at normal length). You can only see them if you're looking for them and they're smaller than a cat hair. I'm totally happy with that.Phone is in great condition, started up fine, everything works. I just popped my SIM card in from my old phone and didn't have a single minute of disrupted phone service; everything transferred over fine. I will say I checked the battery life and it's at 89% which is more than the 80% guaranteed!
Read more",2022-12-01,4,the United States
98,iPhone 12 Pro Max,488.0,128,"I recently updated my old iPhone, so I ordered a 12 Pro Max, hoping inwuld feel comfortable with the size.It was too big for my taste, so I gave it to my wife, which she loves.It came as new, no scratches or wear, and the battery life was 100%.Excellent.
Read more",2024-07-29,5,the United States
99,iPhone 12 Pro Max,488.0,128,"works perfectly the color is beautifulllll
Read more",2024-08-31,5,the United States
100,iPhone 12 Pro Max,488.0,128,"Felt suspicious bc it was renewed but I’ve had no issues and I’m really enjoying the phone!
Read more",2024-08-27,5,the United States
101,iPhone 12 Pro Max,488.0,128,"My phone came packaged in bubble wrap and a hard cardboard box. The phone is perfect no scratches and seems to be working fine. Would definitely buy this again.
Read more",2024-08-09,5,the United States
102,iPhone 12 Pro Max,488.0,128,"I was concerned about the reviews, tho many were positive there were a few showing marked up phones with marginal battery, tho still over 80%. What I received is a very clean phone, fully functional with no visible marks and 100% battery life. Will update if I have any issues, but not concerned at the moment. No warnings and Face ID works.When the package arrived, the phone had turned on, so it was dictating the screen on the porch so the only negative would be the phone wasn’t secured inside the packaging so this would be something that could be improved.
Read more",2023-12-16,5,Canada
103,iPhone 12 Pro Max,488.0,128,"This is a beautiful phone. Love the colour (Pacific Blue). Works really well and the features are outstanding.
Read more",2024-02-23,5,Canada
104,iPhone 13 Pro,509.99,128,"I purchased this phone as an upgrade for myself as I desperately needed it, I saw mixed reviews on battery life but overall the conditions of the phones seemed to be good. When mine arrived I was very pleasantly surprised when it looked like it was in perfect condition, there wasn’t a single scratch dent scuff or anything of the like on this phone (Trust me I looked everywhere) the phone was clean with no fingerprints and not even dust in the speakers. I later checked the battery condition and saw that it was at a perfect 100%. The phone I got must have been leftover stock never sold from apple, and at the price point of nearly half of the MSRP of this phone when it originally released, I was extremely happy. There were 2 things that decreased my experience ever so slightly. 1: The packaging, it was pretty cheap and poor packaging and didn’t look appealing but it protected the phone and that’s what’s important ( it also came with sim ejector tool) 2: The setup process for the phone, I struggled for 3 hours to get the phone to set up properly, for some reason it would keep getting stuck and I would have to restart and reinstall all updates for the phone, it wouldn’t download my Apple ID or sync my stuff from my old phone, but eventually I came back the next day to try again and it ended up working, not sure what I did differently to fix this issue but none the less the phone ended up working perfectly in the end. One side note: I don’t believe this was a fault of the seller I think this was an Apple issue! After all, I got a brand new iPhone 13 Pro and I am extremely happy and satisfied with this purchase
Read more",2024-08-28,5,the United States
105,iPhone 13 Pro,509.99,128,"The renewed Apple iPhone 13 Pro with 128GB in Gold is a remarkable find for those seeking top-notch performance and style at a great price. Upon arrival, the phone was in pristine condition, functioning perfectly and showcasing the high standards of Apple’s refurbishment process. The 128GB of storage offers plenty of space for apps, photos, and videos, while the stunning Gold finish adds a touch of luxury to the phone's sleek design. Performance is stellar, with the iPhone 13 Pro’s powerful processor and advanced features delivering a smooth and responsive experience. The camera system captures photos and videos with exceptional clarity and detail. Overall, this renewed iPhone 13 Pro provides exceptional value and elegance, making it an excellent choice for anyone looking to enjoy premium features without the premium price.
Read more",2024-09-07,5,the United States
106,iPhone 13 Pro,509.99,128,"As soon as I took the phone out of the box, it looked brand new, which was impressive right away. The exterior was clean, and the sides were spotless, except for a bit of dirt on the silencer and in the speakers, but nothing too concerning. The screen did have some minor scratches that were noticeable without a screen protector, but once the protector was on, they were hardly visible.The phone has the right amount of storage, exactly what I needed. The battery health is at 83%, which isn’t perfect but still acceptable for my usage. I was a bit disappointed when I realized my box didn’t come with a SIM card pin, especially after seeing other reviews mention it. All I received was the phone and a charger. Unfortunately, the charger was subpar, it has a shortage and is not a lightning charger. Thankfully, I had an extra charger on hand, so this issue wasn’t a dealbreaker for me.One small issue I’ve noticed is that the microphone seems to be a bit low when recording voice messages, so I find myself needing to speak louder than usual. However, the overall quality of the phone is good, and I haven’t encountered any major problems yet.I feel like this phone was a good value for the money. Despite the minor dirt and the low microphone volume, it came in excellent condition. Setting up the phone was easy, especially since I was moving from Android to iPhone. The Face ID works perfectly, and the regular passcode option adds extra security.I was initially worried about the camera quality since the phone is renewed, but I was pleasantly surprised, the camera quality is amazing. So far, so good!
Read more",2024-09-01,4,the United States
107,iPhone 13 Pro,509.99,128,"At first makes me feel nervous to buy because i see  a lot of negative comments but still i try it until i recve the item and daaanngg the iphone 13 pro is in good condition works well the only thing is 84% battery health but thats not a big deal since i ordered a renewed phone, never expect the 100%. Recommended to those who plan to purchase a renewed iphone. Thanks MCsales and Amazon.
Read more",2024-09-16,5,the United States
108,iPhone 13 Pro,509.99,128,"Worth every dollar, it really came in excellent condition, really good battery health, the stainless steel edges intact, all the buttons working perfect. Had my thoughts and worries about ordering an iPhone but it was worth it. iPhone 13 Pro is the best iPhone to this day.
Read more",2024-08-30,5,the United States
109,iPhone 13 Pro,509.99,128,"Jadore la couleur il es en tres bon état. Le shipping etait tres rapide
Read more",2024-09-19,5,Canada
110,iPhone 13 Pro,509.99,128,"Arrived yesterday, phone’s body is in nearly perfect condition. Battery is at 87%, and everything seems to be original. Hope this help you make a decision 😁
Read more",2024-09-09,5,Canada
111,iPhone 13 Pro,509.99,128,"I like everything about this phone. Nice size and weight. Takes great photos
Read more",2024-08-23,5,Canada
112,iPhone 13 Pro,509.99,128,"The battery is dead in an hour!
Read more",2024-08-04,1,Canada
113,iPhone 13 Pro,509.99,128,"every thing was perfect. but I didn't understand why I have to tell a code to receive my box
Read more",2024-07-15,5,Canada
114,iPhone 13 mini,364.0,128,"TLDR: First one I got was HORRENDOUS, but seller communication was exceptional, quick, no hassle, and replacement was awesome!This is a review for the seller 'Hybrid IT', not the actual iPhone 13 mini. There are plenty of those already.I bought an 'acceptable condition' 13 mini, as I don't mind scratches and dents if it'll save a few hundred bucks. I bought from 'Hybrid IT' because they had like 99% positive ratings and I know refurbished can be hit and miss. And they had prime shipping.The one they sent was TERRIBLE. The screen was a fake LCD knockoff, the battery health was at 77%, and it was full of scratches on the screen. Far below my already low expectations.I messaged them and they offered me these options:1) replacement,2) return for full refund, or3) to refund the cost of replacing the battery at apple (which is like a third of the cost of the phone itself)They answer surprisingly quickly every time. Literally within a few minutes during the day and within a few hours at night. ____ing impressive! I needed a phone quick so we decided the best option was to buy another one (also 'acceptable', same price), and return the old one for a refund, and they would make sure to send a better one the second time.It definitely exceeded my expectations. Almost perfect condition, 98% battery, no scratches basically. I think it was a fair outcome/settlement for wasting my time with an insultingly bad one the first time. I would've been fine with 'acceptable' condition but the first one I got was not even up to par with Amazon's standards.I'm really happy with the second one and how they handle customer service. Thanks Hybrid IT!!! Oh, and this isn't a fake review! A happy customer, crazy right???
Read more",2024-08-11,5,the United States
115,iPhone 13 mini,364.0,128,"I was on a waiting list for a 'Renewed Premium'. Seemed to be a long waiting list. I finally gave up and went with a 'Renewed' advertised in excellent condition. Given Amazon's generous return policy, returning it would have been easy if there had been issues. I probably wouldn't have tried this with an online retailer other than Amazon or Apple.The supplier was TECHMINT, Amazon was only the purchase portal. There seems to be a number of 'Amazon-qualified suppliers' involved. To know who you're buying from, the 'ships from/sold by' info. is on the right side of the product page. There may also be differences in packaging and accessories. Best to read through the advertising to know exactly what you're buying. Or contact the supplier before purchasing. Given that Amazon backs these purchases, not a concern.It arrived without scratches, dings, or apparent wear. Looks like new. That said, anyone buying a 'Renewed' phone should expect varying degrees of condition within the parameters of Amazon's advertising. I'd suggest buying a 'Renewed Premium' for your best chance of a like-new phone. I probably got lucky with a 'Renewed'.It shipped in *very* well designed and protective box designed for phones. Not likely to be damaged in transit short of extremely heavy crush damage. If you plan on shipping your phone or storing a back-up, I'd suggest keeping it. The box has spacers to accommodate different sizes. Kudos to the packaging engineers that designed this. Well done.It was delivered with 100% battery health which almost certainly means that the phone was opened up and the battery replaced. The likelihood of a 'renewed' 13 Mini arriving with battery health at 100% is slim to none. I assume that they did this because the phone was traded in with < 80% battery health. The advertising states that the phone will arrive with battery health of ≥ 80%.I ran two diagnostics to check functions. In both cases, no issues. One of the diagnostics is built into iOS. You'll need iOS 17 or later and not a beta release. Search for 'built in iPhone diagnostic' for instructions. There's another which makes doing this quite a bit easier. From the Apple app store search for 'Phone Doctor Plus'. It leans more towards being a function check vs a more sophisticated diagnostic but great for making sure everything works. There's a free and paid version. There are others but these are the only two I've tried.Alternatively, you can take it to an Apple store and ask them to do it for you. Your carrier may also have on-site diagnostic capability. Best to call ahead and ask.The advertising stated that an MFi certified charging/data cable ships with the phone. Mine shipped with a 3ft cloth jacketed USB C to Lightning charging cable. No branding or print on the cable, no included documentation, no packaging. It appears similar to what you sometimes see without packaging and hanging from peg racks in convenience stores.I have no reason to believe that the provided cable isn't MFi certified and from a reliable manufacturer but without more information, I'd suggest using an Apple product or something from a reliable aftermarket supplier such as Anker or Belkin. Look for 'MFi certified' especially if you want fast charging capability. There are reasons USB C cables can be pricey, especially those designed for high power delivery. Better safe than sorry.Mine shipped without a charger. I checked the interior packaging to be sure. I'd say the same about a charger as I did about the cable - MFi certified and from a reputable manufacturer - Apple, Anker, Belkin, etc. For the 13 Mini, Apple recommends a minimum of a 20 watt charger for optimal/fast charging. Apple's is about 20 dollars. It's also what Apple recommends for powering it's MagSafe accessory.Some suppliers advertise that a sim card removal tool is included. Mine didn't. If yours shipped with a sim card (mine did not), I'd suggest reading through the pros and cons of SIM vs eSIM. If eSIM meets your needs, I'd recommend removing the SIM and switching to eSIM. Switching to eSIM can be done in your phone's settings. No expertise or hardware required. Although unlikely if buying from an 'Amazon-qualified supplier' (I assume), SIM cards can be compromised. If you need a SIM card, best to get one from your carrier instead of a mystery SIM.You'll need a case. Without, it's not a matter of if you'll drop it but when. This is my second mini, the first an iPhone 12 Mini. Slippery and with a smaller form factor than other iPhones, very easy lose grip especially if you have large hands. Further, without a case the camera lenses and screen make contact with whatever surface you place them on.The Apple leather case has been my go-to for the last 3-4 iPhones. Very well designed, doesn't add significant bulk, no sharp edges and it slips into and out of a pocket easily. The drop protection has proven to be excellent. Great case for all but extreme circumstances. They're relatively pricey so If you're looking to save, there are often Amazon customer returns available at steeply discounted prices.The iPhone 12 mini and 13 mini cases are not interchangeable. I tried. The camera lens housings are different. The 12 mini case will not fit the 13 mini. The 13 mini case will fit the 12 mini but there will be a gap on the right side of the lens housing.Not to overstate it but If you're considering both the 12 mini and 13 mini, battery life may be problematic for heavy users. True of all phones but somewhat more so for a Mini. If you have a full size phone with a larger battery at ≥ 90% battery health (guesstimate) and often find yourself scrambling to find a charger, the Mini may not be for you.If you're on the move a lot without convenient charging options, a small MagSafe power bank (≤ 5000mAh) will bring some peace of mind and a lot of convenience. Great when traveling. Definitely stick with time tested manufacturers. Anker and Belkin sell a wide variety. Note that the TSA only allows powerbanks in carry-ons.Apple discontinued it's iPhone powerbanks (Magsafe Battery Pack). As of this writing, you can still find them new from third party sources such as Walmart online. Never buy used. There are confirmed and very convincing counterfeits out there so I'd be cautious about which supplier you choose.If you're looking at both the 12 and 13 Minis, the 13 Mini uses an A15 processor which is somewhat more energy efficient and slightly faster. It also has a slightly larger battery. There are other differences including an upgraded camera.Compared to the 12 Mini, I found the differences to be almost insignificant in day to day use. Having a ~10% larger battery is nice but given my usage habits, rarely something that makes a difference. Long term, the 13 Mini will receive system updates from Apple for about a year longer. This may be the most value added difference.There are a lot of comparison reviews. Worth checking out before buying. Search for ""iPhone 13 mini vs iPhone 12 mini"".Happy customer. I'm fully committed to the Mini form factor/dimensions. I carry it all day in a front or back pocket and barely know it's there. When I need to replace it, perhaps Mini's will be back in the menu from Apple. Hope so.
Read more",2024-02-27,5,the United States
116,iPhone 13 mini,364.0,128,"First device I received was definitely not in excellent condition, though it came with 100% battery health and ran well. It had scratches, dents, and even a small crack in the bottom right corner. I contacted the seller who offered a $90 refund or a replacement device in better condition. I dropped off the device for return and the seller was able to overnight my replacement immediately! It came the next day as expected and the replacement is in excellent condition. No scratches or dents or cracks and 100% battery health as well. Customer service was quick and efficient. Seller replies very fast like a text conversation. I appreciate the timeliness and care the seller has provided. 5 stars!
Read more",2024-09-17,5,the United States
117,iPhone 13 mini,364.0,128,"Como la descripción mencionaba, está en excelente estado, ni un sólo razguño y con 96% de batería incluso una vez después de actualizar a iOS 18. El color es muy bonito y llamativo. El equipo funciona muy fluído y sin problemas, incluso tenía aplicada una mica. 100% recomendado.
Read more",2024-09-18,5,Mexico
118,iPhone 13 mini,364.0,128,"sinceramente tenía miedo de que llegara como rayado o funcionando mal por las reseñas de las demás personas, pero llego en perfectas condiciones, ni un rayón, ni detalles de golpes. La pila llegó con 89% y le funciona todo :)Compre la versión “Excelente”
Read more",2024-09-16,5,Mexico
119,iPhone 13 mini,364.0,128,"llevo 2 dias con el y nada le ha fallado y la estetica es un 8.5/10 hasta diria 9/10 pero hay unos raspones en la pantalla que creo que lo bajan al 8.5, esta excelente me toco una super suerte con esta compra, estoy encantado con su desempeño, vengo del 12 mini 128GB y haber hecho este cambio el dispositivo es enormemente mejor en procesador, en bateria no hay una diferencia mayor pero el iPhone 13 mini me encantó, sp recomendado como telefono, y como vendedor me habian comentado que es una ruleta de suerte puede que te toque algo excelente, puede que te toque mil cosas, se lo pedí a BuySPRY y pues mi experiencia fue muy buena, lamentablemente tengo un amigo cercano que hace 3 años pidió un SE (2020) y solo le llegó una caja vacia, pero a mi me toco buena fortuna, arriesguense puede que les toque algo bueno!
Read more",2024-09-13,5,Mexico
120,iPhone 13 mini,364.0,128,"Llegó en excelente condiciones !!!Compra segura
Read more",2024-09-12,5,Mexico
121,iPhone 13 mini,364.0,128,"Llego solo con unos rasguños diminutos cero detectables y la bateria al 100% super recomendado!! y lo mejor me llego en dos dias!
Read more",2024-09-06,5,Mexico
122,iPhone 13 Pro Max,650.0,256,"Purchased this iPhone 13 Pro Max due to my other iPhones battery acting up after getting it wet. Was a little skeptical due to me purchasing a MacBook Pro on Amazon renew and it not working but I am impressed. It actually arrived earlier than projected and was nicely packaged. Zero scratches or chips from what I can see from the naked eye. Cameras work perfect and look amazing. Battery lasts a while despite it being on 84% health, which would probably be my only complaint but even then it’s not bad tbh especially for renewed. Came with fast charger but no box sadly. Got everything switched over very quick and easy and currently have zero complaints. The screen has no scratches and honeslty looks brand new. Really impressed and happy with this purchase!
Read more",2024-09-19,5,the United States
123,iPhone 13 Pro Max,650.0,256,"I am very THANKFUL with the seller. This was a refurbished iPhone listed as “good” conditions. I received the iPhone in just 2 days. When open the box I was greatly surprised with the phone. It literally was NEW!!!. We didn’t s the any scratch, dent, etc. The best part is battery health is 100%.  I will buy again f on this SELLER!!!! Thank you very much!!!!
Read more",2024-09-07,5,the United States
124,iPhone 13 Pro Max,650.0,256,"This phone came with literally no scratches, it was a little dusty around the camera and speakers but it’s nothing a little wipe can't fix. The phone was super easy to transfer data into and I was able to use the phone right away. The battery opacity was at 87% but thats not even that bad. The sound quality of the phone was really good as well and the screen worked fine. Overall I had a very easy and good experience with buying a refurbished phone from this seller. Definitely worth it buying the excellent condition of the phone because it definitely came in perfect. I'm super happy with my purchase.
Read more",2024-09-11,5,the United States
125,iPhone 13 Pro Max,650.0,256,"When i got the phone it had a little bit of scratches on the sides and 3 on the screen you can’t really notice or see then I played a song to test the speakers it wasn’t working good so I took a toothbrush and played a song and cleaned the speaker and it works 100% now camera working good great pictures battery life was not 100% but 93% and it’s still good remember if you buy a renewed device it won’t always be 100% I wanted to send it back because of the speaker but I fixed it so I’m keeping it i love the phone no doubt about that I would recommend you to get one if you’re on a tight budget you’ll still get a great phone don’t let a few scratches on the sides bother you you’ll most likely use a cover anyway
Read more",2024-09-19,5,the United States
126,iPhone 13 Pro Max,650.0,256,"100% battery life, speakers are working, very good condition, great size, good heat control so far and I haven't connect it to any server as yet but so far value for money.😌‼️
Read more",2024-08-19,4,the United States
127,iPhone 13 Pro Max,650.0,256,"My phone is great, i'm very happy with my purchase. What is advertised is what you most definitely will received  MCsales is also very helpful and they respond quickly to any message you send them in regards to any product you purchase from them, anddddddddd my battery health was %100. Totally worth every penny thank you!
Read more",2024-09-11,5,the United States
128,iPhone 13 Pro Max,650.0,256,"Quality phone, pleasantly surprised. Never bought a refurbished phone before, let alone off Amazon - but it works really well! Can’t tell it was used, came in great condition and everything works as it should
Read more",2024-09-07,5,the United States
129,iPhone 13 Pro Max,650.0,256,"This is my first IPhone. I have always been an Android user.Well, it’s interesting. It is pretty simple to use.I like the quality.There are only two things I don’t like about Apple, and say Android does have a leg up on over Apple.1) no side loading of apps (unless jail broken)2) not SD card slot.As for side loading, as I hear, it will be possible in the UK…but not in the US.So for this, it will probably be my only iPhone I purchase, UNLESS side loading (third party) apps will come to iPhone in the great USA 🇺🇸I also am not a fan of no expandable storage(SD card) but I still have plenty of space left on the phone.I’m relatively conflicted on this purchase.On my android 🤖 I have had a bunch of third party apps, and now I longer can’t have that luxury. It is a real bummer if you are a android user that does side load apps(third party apps)But the phone quality is great, it’s sleek, it’s quick, and it takes great photos 🤷🏻‍♂️Oh yeah, just don’t drop your phone at all if you want to use phone recognition. It will no longer work.I dropped my phone a couple feet off the ground ONE TIME and now phone recognition does not work. Lame.Phone durability 👎🏻No side loading 👎🏻No expandable storage 👎🏻3/5.
Read more",2024-04-06,3,the United States
130,iPhone 13 Pro Max,650.0,256,"llevo dos semanas usándolo y hasta ahora no he tenido ningún inconveniente, llegó bien empaquetado y con estética de 10, sin golpes ni ralladuras, la caja incluía únicamente el cable del cargador. recomiendo ampliamente el producto
Read more",2024-09-01,5,Mexico
131,iPhone 13 Pro Max,650.0,256,"Solo llegó con un raspón mínimo junto a un borde de la cámara, pero de ahí en más excelente!! buen estado, batería al 89%, sin duda volvería a comprar con este vendedor
Read more",2024-08-24,5,Mexico
132,iPhone 11,295.0,64,"I bought this a couple months ago and it comes just like brand new. Not a scratch or defect. It works perfectly without and errors or defaults. The screen is very clear and high quality. It charges super fast with the charger it comes with and the battery lasts all day. It has some choices of some very nice colors, but I choose white to match the case I bought for it. It easily connects to your phone provider, your wifi, and any wireless headphones you may want to use.
Read more",2024-07-06,5,the United States
133,iPhone 11,295.0,64,"I’m so excited about getting a renewed premium phone. I bought one first from someone else and it was an awful experience. This seller has taken such good care of me that it softens the blow of dealing with the other company. I had bought a phone in “excellent “ condition and it was defective. Can I believe they expected me to wipe my info from the phone , send it back and wait on their generosity to send me another one. The other choice was buy another phone and wait 30 days on credit.Thank goodness I found this seller.The phone was just like brand new! It was packaged beyond expectations. Looked like it could have come straight from apple.I don’t have to tell u about iPhone features. Just look at description and that’s what u get or better. The battery life is 100%. It arrived before I could turn around. I couldn’t take a pic cause I’m on the phone. LolI’m still waiting however on Amazon to acknowledge they received my trade in. That my friends is a whole other ball of wax.I’m so happy with my phone that I just ordered another one for my son
Read more",2024-06-23,5,the United States
134,iPhone 11,295.0,64,"I was so skeptical about buying a used phone from Amazon but I cannot believe how well it worked out! I fully expected this phone to not work after the 30 day return window closed but it’s been working great. The phone is in perfect condition, I really liked how the phone included a charging cable and cube, as you don’t even receive those when buying from Apple!
Read more",2024-07-28,5,the United States
135,iPhone 11,295.0,64,"It’s good but doesn’t pick up signals a lot of the time. I switched carriers thinking that was the issue but it’s the phone. It’s fine for now. Good price.
Read more",2024-07-20,4,the United States
136,iPhone 11,295.0,64,"I used to have android phones but now want to try iPhones.  This phone is great and easy to use.  So glad I switched to iphone.11.  I love this phone now.  I thought it would be hard but no it’s not.  I will always use this iPhone.
Read more",2024-08-12,5,the United States
137,iPhone 11,295.0,64,"Battery health of 100 and everything is just as it is new
Read more",2024-08-12,5,the United States
138,iPhone 11,295.0,64,"Tried to transfer my info to new phone and it wouldn’t work. Said it could not verify login.  Super frustrating but decided to return and try a different phone. Amazon only offered a return if I can drop it off at Whole Foods. Usually I drop returns at ups store or even ship it myself if necessary. I contacted customer service to get another option for return but they said Whole Foods is the only option. Not sure why I would drive almost an hour (round trip) to return something that’s defective. Haven’t ever had this problem before. Hopefully we can get this return processed asap.
Read more",2024-09-21,1,the United States
139,iPhone 11,295.0,64,"Excellent product. Like new!
Read more",2024-09-09,5,the United States
140,iPhone 11,295.0,64,"Muy Bien Conservado y La Batería Al 99%
Read more",2024-04-25,5,Mexico
141,iPhone 11,295.0,64,"Despues de un año aun sigue como nuevo, excelente producto la bateria llego al 100% prácticamente nuevo sin ningún rayon lo recomiendo, definitivamente comprare de nuevo
Read more",2024-04-01,5,Mexico
142,iPhone 14 Pro Max,726.05,128,"Overview: I bought the IPhone 14 Pro Max as my first IPhone coming from Android because I wanted to try it out, and it works well! I brought it to my carrier to transfer phones numbers, had some trouble setting it up at first but I figured it out on my own, which can be disheartening to some but here’s the pros and cons.Pros:-Cosmetically great | Saw no huge scratches or marks on the phone, if so, they’re probably REALLY minor.-Pre-installed screen protector | The seller I bought it from was called “GSMFORALL” it was nice of them to do it for me instead of doing myself, which I wouldn’t have minded but it was awesome of them to include that in!-Safe Packaging |  phone came in bubble rap sleeve when I opened it, can be considered standard but I liked that they included it.Battery Life | Battery works just fine, charges up to 100% easily.Cons:-Cheap charging chord | Cheap lightning charger, the box it fine but the charger head was loose 3rd day into using it, I would recommend getting an actual apple branded lighting chord or a braided one from a third party seller.-Trouble registering for iCloud Account | This only really applies if you’re a first time Apple user (Like Me) and needs to create an iCloud account, took it to my carrier to transfer numbers which they did just fine, but I had to call Apple support at home to troubleshoot the problem with a message displaying that I could not verify my phone number, had to erase my safari history. The process can be troublesome for people who may not know what to do if they come across it.Overall, owning an iPhone for the first time has been a great experience, I was debating on getting the S24 Ultra from Samsung because I’ve already owned one. But I can say I’m happy owning an iPhone! :)
Read more",2024-08-12,5,the United States
143,iPhone 14 Pro Max,726.05,128,"Man, what a beautiful phone! Absolute value for money. I am tempted to say that I have received a brand new item because it is EXCELLENT condition - no dents, not even the tiniest scratch, no dirt and 100% battery Life 😲🤯. Ordered on Monday, received on Wednesday 🎉. I truly will give my experience a 10 out of 10!
Read more",2024-09-03,5,the United States
144,iPhone 14 Pro Max,726.05,128,"tl;dr version: Buy from the Amazon Renewed store at your own risk. If Amazon sends you the wrong phone by mistake, expect at least two hours with support to get it resolved.It sucks to have to write a negative review about a bad experience with Amazon, but this is the world we live in. Quick summary: I purchased this iPhone 14 Pro Max from the Amazon Renewed store. What I received was this yellow iPhone XR as shown in the photo. A whole lot of suckiness; however, it assuredly gets worse.I reached out to Amazon's customer service because I figured it was as simple as them saying, ""Oh, whoops! We messed up! We'll send you a replacement and you can send us the wrong one back. Here's a li'l credit for your trouble because we biffed it!"" Sike!The first rep told me he couldn't replace it because it was a third party item - which was wrong, as I bought it from Amazon directly as part of their Renewed store. The rep told me to just buy another one, send the old one back, and then they'll refund me for the purchase of the flubbed-up phone. To be clear: I had to pay, up front, another $900 for a replacement phone and wait until I returned the old phone to get a refund. To make things even stankier, the iPhone 14 Pro Max went up $84 since my purchase. When I mentioned that to the rep, he gave me one of these ¯\_(ツ)_/¯I escalated up the chain to a supervisor, who parroted the first guy's response. Again, they want me to pay up front for a replacement phone plus an extra $84 for the new purchase price. The supervisor had a little more pull, so I negotiated for a credit for the price difference. This was after around an hour in their chat.Here's another thing that Amazon shrugged about: I have to be home to hand deliver the return to a UPS driver. I can't drop it off somewhere, or print my own label and take it to UPS, or put it in a UPS drop-off container. As someone who works during the day, I'm not able to be home to do this. ""Oh, they'll just leave a label at your door if you're not there,""  the supervisor says. To recap: I cannot print my own label, but a UPS driver will come to my house and leave one for me if I'm not there to give him the package.To recap:- I purchased an iPhone 14 Max Pro from Amazon and received the wrong phone.- Amazon would not send me a replacement, rather they asked me to re-purchase the phone at a higher price.- I had to negotiate with a supervisor in order to get a credit for the cost of the phone.- I cannot print the replacement label for the wrong phone and take it somewhere, but rather a UPS driver has to come to my house and physically take the package from me. Only then will I get a refund for the wrong phone.This was an exciting purchase turned sour. It was enough to give a normal person anxiety and to make an anxious person spiral out of control. Buy at your own risk, or not at all.
Read more",2024-06-18,1,the United States
145,iPhone 14 Pro Max,726.05,128,"Was a little worried after reading certain reviews and seeing the price for the ATT locked being soooo low but I took a chance and I’m so happy I did, this phone is in great condition, the ONLY issue I have is the battery life being under 85% but it’s a used phone so that’s expected!!
Read more",2024-09-20,5,the United States
146,iPhone 14 Pro Max,726.05,128,"The phone is overall decent. It was a better way to get Dynamic Island and some of the new features that the newer phones have without breaking the bank. This is the first “big” iPhone I’ve ever had and I’d say I like it. Couple of small scratches around the frame and one decent dent at the bottom corner of the frame but I’d say the overall condition for a used phone is in perfect condition. I see on the repair history that a new screen was put on: this explains why this phone was “refurbished”.  Maximuim battery capacity is 88 percent, but I’m probably going to just schedule a replacement at my nearest Best Buy and keep this phone for at least a year before I upgrade again if it permits me to do so. Overall good, couple light cosmetic issues, and price for a phone that allows me into the new features good, so I’d say overall this one gets 4 stars.
Read more",2024-09-22,4,the United States
147,iPhone 14 Pro Max,726.05,128,"Looks new..excellent
Read more",2024-09-20,5,Canada
148,iPhone 14 Pro Max,726.05,128,"At first, I was sceptical of buying this phone, but I have been very impressed with how it runs and operates so far it was true to what said it was So I would recommend for others to give it a try and buy one..
Read more",2024-09-19,5,Canada
149,iPhone 14 Pro Max,726.05,128,"I was hesitating to buy any high  value phone on Amazon but I tried it the first time and I’m glad I made these choice coz Ived save a good amount of money. Phone works perfectly. Looks brand new and no scratches whatsoever.
Read more",2024-09-18,5,Canada
